queryid,documentid,answer,exact,f1
1003319,7262298,radioactive elements of the earth and from the cosmic rays,0,0.6399999999999999
447648,7262677,don't walk on me or I'll strike back,0,0.8421052631578948
1099351,7262740,An infection will first attack the lower tract,0,0.0
1000574,7262866,Virtual Museum of Canada website,0,0.0909090909090909
1087870,7262949,fifteen,0,0.5
857943,726349,a joke,0,0.1111111111111111
1000272,7263751,North Carolina,0,0.2857142857142857
469535,7263950,the best level or state that it could achieve,0,0.6399999999999999
885081,7264137,cytosol,0,0.25
1000030,7264228,cell bodies,0,0.2666666666666667
1000004,7264265,Latin word Honor,0,0.10714285714285715
999517,7265280,a tucked away corner of Poipu,0,0.45454545454545453
999469,7265346,a Governor's Three-Star Community,0,0.6666666666666666
999469,7265350,"Bedford County, Tennessee",0,0.4
999439,7265476,Boston is a city located in Georgia,0,0.8
999385,7265586,National Park,0,0.28571428571428575
173391,726559,can't absorb,0,0.2222222222222222
999089,7266166,widely used in the preparation of diethanolamides,0,0.3
1080948,7266424,Alcohol; Cocoa and chocolate,0,0.2857142857142857
998681,7267479,Eastern part of Virginia close to Hampton and Newport-News,0,0.8571428571428571
998681,7267480,"Hampton, Virginia",0,0.2857142857142857
998309,7268204,Map of France,0,0.0
998101,7268474,Philosophy is the study of general and fundamental problems,0,0.3137254901960785
1091706,7268478,"the love of, including the search after, wisdom",0,0.923076923076923
1099290,7268717,When the water of hydration is removed from the hydrate,0,0.6666666666666666
997913,7268936,Czech Republic,0,0.8
999897,7269514,Route 17,0,0.3636363636363636
997481,7270024,upper right quadrant of the abdomen,0,0.3846153846153846
997351,7270259,lumbar spinal stenosis,0,0.33333333333333337
997227,7270358,bottom left,0,0.2857142857142857
996825,7271166,"Nashville, Tennessee",1,1.0
996054,7272755,Seventh Amendment,1,1.0
995805,7273169,Vitamin B6,0,0.3076923076923077
845892,7273449,Archealogy,1,1.0
1098276,7273687,120 days,1,1.0
1006922,7273798,X chromosome,0,0.25
995221,7274100,Rebekah Martinez,1,1.0
995141,7274235,Knox County,1,1.0
1091941,7274599,Osmosis can be made to do work,0,0.07692307692307693
1005586,7274682,there is an input of energy,0,0.4166666666666667
574547,7274757,"executive, legislative, and judicial",0,0.38095238095238093
994533,7274995,Google Home is evolving quickly compared to the Amazon Echo,1,1.0
994228,7275547,Delmonico steak,0,0.15384615384615385
787255,727575,a set of a documents that provide purpose and motivation for the initiative,0,0.5555555555555556
994070,7275958,Asset Protection for Landlords,0,0.3333333333333333
899869,7276806,coronary circulation,0,0.05714285714285715
993651,7277096,Virus,1,1.0
993627,7277193,classical humanism,0,0.1818181818181818
992802,7279024,OPORD,0,0.1111111111111111
992802,7279026,The OPORD,1,1.0
992559,7279477,dietary supplements,0,0.0
1083410,7279615,zodiac related to the Chinese calendar,0,0.45454545454545453
992383,7279918,The Marshall Plan,0,0.0
992365,7280066,Federico Marchetti,0,0.08695652173913045
992257,7280370,King,1,1.0
992191,7280609,an electronic device that accompanies a software item to prevent the unauthorized copying...,1,1.0
992191,7280612,US English,0,0.0
991832,7281395,Claude Louis Berthollet,0,0.5454545454545454
991782,7281539,Sir Arthur Evans,0,0.15384615384615385
148851,7281641,protects the skin by reflecting and scattering the sun’s rays,0,0.41025641025641024
991748,7281643,Franz Greiter,1,1.0
1071722,7281791,the majority party holds the most significant leadership positions,0,0.15094339622641512
991471,7282199,Japanese scientist,0,0.4444444444444445
990763,7283754,Business Man and Conservative Republican Candidate for State,0,0.8571428571428571
990459,7284238,chief deity of the Aztec,0,0.7272727272727273
990459,7284240,the Aztec god of war,1,1.0
990459,7284242,a Mesoamerican deity of war,0,0.4444444444444445
990307,7284573,the first published comic book story he wrote and drew,0,0.0
989894,7285339,adult film actor,1,1.0
1050747,7286865,"Babkak, Omar",0,0.6666666666666666
728460,728713,Irritable bowel syndrome,0,0.0
988915,7287219,Mike Hazen,1,1.0
1102400,7287405,"seasonal shortage of food, low environmental temperatures, and snow cover on the ground",0,0.923076923076923
988754,7287828,The Weeknd,0,0.0
988710,7287999,"Alfred, Lord Tennyson",0,0.6666666666666666
511861,72880,0° Fahrenheit or below,0,0.6666666666666666
988636,7288133,Los Angeles,0,0.16
988512,7288651,tea,1,1.0
1099077,7288782,15 feet,0,0.4444444444444445
988121,7289703,keeping the moving parts of the engine from grinding together and creating friction,0,0.9166666666666666
987809,7290500,McGregor,0,0.0
987791,7290532,Augusto Pinochet,0,0.0
89143,729078,excess gas,0,0.09756097560975609
987573,7291030,Unknown artist,0,0.5714285714285715
987230,7291553,Aretha Franklin,0,0.33333333333333337
987192,7291691,Tsar Alexis Mikhailovich,0,0.6666666666666666
986935,7292189,Empress of Russia,0,0.23076923076923078
986793,7292452,Colonel,0,0.15384615384615385
986494,7292898,barber,0,0.0
986494,7292905,Molly Pitcher,1,1.0
986484,7292919,"One that is out, especially one who is out of power",1,1.0
986427,7293031,Peter F. Drucker,0,0.15384615384615383
986210,7293391,Cezanne,0,0.0
985259,7295078,unreasonable interference in the right to the use and enjoyment of one's property,0,0.5641025641025641
984992,7295726,Teenage car accidents are the leading cause of teen deaths,1,1.0
224626,7296717,major depressive disorder during pregnancy,0,0.17142857142857143
173001,7296802,change in solution pH,0,0.33333333333333337
197024,7296933,American,0,0.0
265729,7297110,indefinitely,0,0.03389830508474576
246626,7297322,up to 85 years,0,0.2666666666666667
996119,7297677,"Bentonville, Arkansas",0,0.5
708038,7297930,It requires learning and competition,0,0.0
1095560,7298580,25 pounds,0,0.1
1012780,7298745,"$12,000",0,0.2857142857142857
334754,7301447,20,0,0.0
962443,7302964,1867,0,0.0
1052563,7303032,Adam Goldberg,0,0.15384615384615385
164528,7303193,Chevrolet Spark EV,0,0.2727272727272727
1021327,7303670,Middle School,0,0.4
89777,7305063,812-376-9771,0,0.14285714285714288
58551,7305465,28g,0,0.03773584905660378
323535,7305804,$6 million dollars,0,0.6666666666666666
1098895,7305950,to study the liver,0,0.21428571428571425
869035,7307082,All symptoms,0,0.0
1014132,730781,extremes,0,0.04878048780487806
1030823,7308710,the twisting bony structures in the nasal passage,0,0.5454545454545454
1098846,7308994,Place it near your bed,0,0.625
1097995,7309343,100-150 days,1,1.0
262280,7309343,100-150 days,1,1.0
1093773,7309893,"Washington, Pennsylvania",1,1.0
98682,7310886,,0,0.0
194531,7311480,gently massaged into the afflicted area several times a day,0,0.0
1098804,7312118,95,0,0.5
1098804,7312124,60,0,0.2857142857142857
34039,7313180,$16.81 a month,0,0.0689655172413793
160255,7313306,during dinner,0,0.10526315789473684
242713,7313477,up to 2 weeks,1,1.0
277556,7313613,120,0,0.19999999999999998
164528,7313978,Chevy Volt,1,1.0
125545,7314730,the common people; the masses,0,0.14285714285714288
788431,7315285,itching or burning sensation,0,0.25806451612903225
118365,7315480,informed consent; privacy; incidental findings; public trust; ethics,0,0.0
1016915,7315952,Press a warm bag full of salt or a bottle full with warm water,0,0.4444444444444445
741977,7316037,the study of bodies in motion and changes in that motion,0,0.5882352941176471
125996,7317006,to deceive someone in order to prevent them from discovering something,1,1.0
280223,7317075,60,0,0.2222222222222222
117977,7317413,multiplex congenita,0,0.0
1098725,7318052,243,0,0.2222222222222222
391125,7319356,Import Bookmarks from Internet Explorer,0,0.5
319564,7319630,nearly 4 grams,0,0.4615384615384615
253678,7320955,180 days,0,0.2857142857142857
728060,7321374,sterile cartridge unit,0,0.17142857142857143
215603,7322224,under the ocean,0,0.21052631578947367
163570,7323291,can cause urine to have a bright yellow or even orange color,0,0.7586206896551725
1098090,7324676,3 months,1,1.0
265960,7324984,How long does NyQuil take to kick in depends on various factors,0,0.17647058823529413
61882,7326482,psychological back pain may also be responsible for chronic stomach and intestinal disturbances,0,0.7096774193548387
1098600,7326579,two days,0,0.3076923076923077
473935,7326770,employee involvement,0,0.0
115704,7326878,$10 billion,1,1.0
107077,7326894,"$11,000 to $16,000",0,0.14285714285714288
128113,7327126,INDIRECT(),0,0.0
1096620,7327759,1 million,0,0.8
153027,7327862,78 drive miles,1,1.0
153027,7327866,1.32 hours,0,0.125
1095306,7328691,old age,0,0.0
197964,7328914,coughing,0,0.0
30188,7329727,Avatar: The Last Airbender,0,0.375
30188,7329731,Avatar: The Last Airbender,0,0.24000000000000002
101451,7329843,in-state tuition,0,0.0
888911,7330150,Home Remedies,0,0.0
182393,7330529,exacting,0,0.06060606060606061
182393,7330531,something or someone that demands hard work and a great deal of care,0,0.923076923076923
181222,7331395,an archaic unit of measurement,0,0.07407407407407408
267566,7332167,15 to 20 minutes,0,0.4
267566,7332173,five minutes,1,1.0
277632,7332374,278,0,0.11764705882352941
1013229,7332436,$28.64,0,0.0625
249802,7332481,10 days,1,1.0
630905,7332896,to abridge a reference book,1,1.0
149790,7334540,Oh God,0,0.4
1089896,7335311,The Librarian,0,0.05405405405405406
333327,7336478,18,1,1.0
333327,7336479,18,1,1.0
86264,7337469,Cirrhosis of the liver,1,1.0
267187,7337718,seven years,0,0.14285714285714288
709559,7338321,holders of preferred stock have been paid,0,0.3888888888888889
70340,7338810,The trustee has no claim to your inheritance so you can keep it,0,0.375
70340,7338812,if you cannot exempt all of your inheritance,0,0.38095238095238093
243416,733958,immediately,0,0.0
1039746,7339839,Explosion - Large Explosion Sequence: Debris,0,0.47058823529411764
70504,7340104,you may need to provide discharge notice to county,0,0.06896551724137932
206549,7340523,"Inside the house, the situation was worse",0,0.14084507042253522
93308,7341076,the persons who make habitual use of the services of another person,0,0.47058823529411764
53991,7341791,"£21,692",0,0.5
1037689,7342000,money used to secure the tenant's performamce under a lease,1,1.0
56033,7343239,16,0,0.05128205128205127
1082445,7343845,you can use your phone with a different carrier,0,0.4210526315789474
125842,7343936,a human IgG2 monoclonal antibody,0,0.5
323815,7344077,six-figure sums,0,0.5
486274,7346319,when a person disqualifies oneself (as a judge) in a legal case,0,0.6206896551724138
1098338,7346563,1 to 2 days,0,0.19999999999999998
222158,7346572,=AVERAGE(Cell range) →,0,0.6
405867,7347244,A serious head injury,0,0.07142857142857142
989994,7347701,South Padre Island Convention Center,0,0.33333333333333337
153794,7348281,368,0,0.6666666666666666
1042158,7348289,from being in public or in a business establishment,0,0.47058823529411764
1090107,734862,"2% of total contributions or $5,000, whichever is greater",0,0.4
379337,7348693,from the Restrictions menu,0,0.125
681514,7349691,acute appendicitis,0,0.8
146269,7351320,The edge of the trowel has notches,0,0.3125
479570,7351546,all day,0,0.0
1098725,7351739,224.65 days,0,0.0
180693,7352655,increase,0,0.0
21765,7353496,science fiction,0,0.23529411764705882
21765,7353500,science fiction,0,0.4
189466,735390,Vitamin C,0,0.07843137254901959
279229,7354179,Nearly four hundred,0,0.14285714285714288
282397,7354446,5,0,0.6666666666666666
296993,7354532,"10,000",0,0.5
279718,7354713,2-4,0,0.6666666666666666
1056742,7355298,the process of allowing the body to rid itself of a drug,0,0.72
181144,7355447,$40-$80,0,0.33333333333333337
55691,7355624,bakery,0,0.06666666666666667
100364,7356518,$25 per share,0,0.11320754716981131
841980,7359102,educating the students,0,0.19999999999999998
468907,735914,Mitosis,0,0.02380952380952381
1086145,7359148,this lining is often shed irregularly,0,0.4615384615384615
471007,7359823,extreme fatigue and muscle weakness,0,0.45454545454545453
196453,7359985,Grammy Award for Best Music Video,0,0.6666666666666666
228474,7360354,you end up with more voltage than you start with,0,0.4347826086956522
72613,7360468,Headaches is found among people who take Prednisone,0,0.5714285714285715
1096180,7360625,"$82,240",0,0.11764705882352941
633994,7360723,blank check,0,0.0851063829787234
205086,7361157,"£30,000",0,0.04545454545454545
21741,7362065,Cold sores,0,0.05797101449275362
727707,736218,a biomolecule,0,0.09523809523809523
299023,7363723,435,0,0.05405405405405406
195440,7364275,evil,0,0.07407407407407407
267012,7365928,2 days,0,0.1
193742,7365973,natural gender,0,0.07843137254901959
161224,7367063,lets you assign a domain or sub-domain to another domain name,0,0.5714285714285715
286160,7367180,18-24,0,0.1111111111111111
161117,7368223,inside,0,0.16666666666666669
196111,7368721,bounty hunter,0,0.3076923076923077
196111,7368729,Mace,0,0.05405405405405406
874455,7369605,"interstitial lung disease and pulmonary fibrosis, which include familial and genetic disorders",0,0.6153846153846153
184436,7369771,Eye Rhyme Poems,0,0.11764705882352941
971233,7370308,outside of the polar areas,0,0.14285714285714288
53109,7370515,24-26 inches,0,0.09523809523809523
980811,7370810,cisterns,0,0.06451612903225806
152519,7370869,tularemeria,0,0.18181818181818182
184621,7371268,decrease when the price of using capital falls,0,0.34146341463414637
1099084,7371935,$22,0,0.18181818181818182
20356,7372515,27,0,0.33333333333333337
23285,7373980,The election to deduct expenditures for land clearing provided by section 182(a),0,0.48888888888888893
58801,7374042,"1,392,609",0,0.08333333333333333
746065,7374398,to make it easier for users to show their support for a cause,0,0.19047619047619047
46579,7376631,222.4 Inches,0,0.4444444444444445
412532,7376765,tax-deductible,0,0.04878048780487806
146244,7377273,Christmas Trees,0,0.041666666666666664
306105,7377514,114 lbs,0,0.17391304347826084
115704,7378545,$5 Million,0,0.16666666666666669
1099217,7379126,atria and ventricles work together,0,0.25
1041924,7380201,password,0,0.13333333333333333
1026789,7380863,Eli Roth,0,0.14285714285714288
1045071,7382896,50 years old,0,0.4615384615384615
1070361,7383116,to give everyone the best possible conditions for living in peace and happiness,0,0.5581395348837209
1084599,738373,part,0,0.0
1083285,738376,verb (used with object,0,0.0
48998,7384688,bash,0,0.14285714285714288
227637,7386096,higher testosterone levels,0,0.5
139767,7387368,an organ stop sounding a fifth higher than the corresponding digitals,0,0.0
